ID	Name	Equation	Definition	Genes
rxn08801_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15329[c0] <=> (1) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd01080[c0]	(1) H2O_c0[c0] + (1) 1-octadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) ocdca_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn02275_c0	4-Guanidinobutanamide amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd01973[c0] => (1) cpd00013[c0] + (1) cpd00762[c0]	(1) H2O_c0[c0] + (1) 4-Guanidinobutanamide_c0[c0] => (1) NH3_c0[c0] + (1) 4-Guanidinobutanoate_c0[c0]	fig|6666666.1394842.peg.2935
rxn00503_c0	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase_c0	(2) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd02431[c0] <=> (1) cpd00004[c0] + (1) cpd00023[c0] + (1) cpd00067[c0]	(2) H2O_c0[c0] + (1) NAD_c0[c0] + (1) 1-Pyrroline-5-carboxylate_c0[c0] <=> (1) NADH_c0[c0] + (1) L-Glutamate_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.131
rxn00927_c0	Adenosine ribohydrolase_c0	(1) cpd00001[c0] + (1) cpd00182[c0] <=> (1) cpd00105[c0] + (1) cpd00128[c0]	(1) H2O_c0[c0] + (1) Adenosine_c0[c0] <=> (1) D-Ribose_c0[c0] + (1) Adenine_c0[c0]	((fig|6666666.1394842.peg.2987 or fig|6666666.1394842.peg.1919) or fig|6666666.1394842.peg.823)
rxn00251_c0	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)_c0	(1) cpd00009[c0] + (1) cpd00032[c0] + (1) cpd00067[c0] <=> (1) cpd00001[c0] + (1) cpd00011[c0] + (1) cpd00061[c0]	(1) Phosphate_c0[c0] + (1) Oxaloacetate_c0[c0] + (1) H+_c0[c0] <=> (1) H2O_c0[c0] + (1) CO2_c0[c0] + (1) Phosphoenolpyruvate_c0[c0]	(fig|6666666.1394842.peg.1736 or fig|6666666.1394842.peg.636)
rxn01545_c0	Xanthosine ribohydrolase_c0	(1) cpd00001[c0] + (1) cpd01217[c0] <=> (1) cpd00105[c0] + (1) cpd00309[c0]	(1) H2O_c0[c0] + (1) Xanthosine_c0[c0] <=> (1) D-Ribose_c0[c0] + (1) XAN_c0[c0]	(fig|6666666.1394842.peg.2987 or fig|6666666.1394842.peg.1919)
rxn04043_c0	ADP:D-fructose-6-phosphate 1-phosphotransferase_c0	(1) cpd00008[c0] + (1) cpd00072[c0] <=> (1) cpd00018[c0] + (2) cpd00067[c0] + (1) cpd00290[c0]	(1) ADP_c0[c0] + (1) D-fructose-6-phosphate_c0[c0] <=> (1) AMP_c0[c0] + (2) H+_c0[c0] + (1) D-fructose-1,6-bisphosphate_c0[c0]	(fig|6666666.1394842.peg.103 or fig|6666666.1394842.peg.1543 or fig|6666666.1394842.peg.2352 or fig|6666666.1394842.peg.1498)
rxn00139_c0	AMP:diphosphate phospho-D-ribosyltransferase_c0	(1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00067[c0] <= (1) cpd00103[c0] + (1) cpd00128[c0]	(1) PPi_c0[c0] + (1) AMP_c0[c0] + (1) H+_c0[c0] <= (1) PRPP_c0[c0] + (1) Adenine_c0[c0]	fig|6666666.1394842.peg.1805
rxn07261_c0	R07384_c0	(1) cpd00046[c0] + (2) cpd00067[c0] + (1) cpd12606[c0] <=> (1) cpd00444[c0] + (1) cpd12322[c0]	(1) CMP_c0[c0] + (2) H+_c0[c0] + (1) Plasmenylethanolamine_c0[c0] <=> (1) CDPethanolamine_c0[c0] + (1) 1-Alkenyl-2-acylglycerol_c0[c0]	fig|6666666.1394842.peg.2190
rxn00790_c0	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)_c0	(1) cpd00012[c0] + (1) cpd00023[c0] + (1) cpd00067[c0] + (1) cpd01982[c0] <= (1) cpd00001[c0] + (1) cpd00053[c0] + (1) cpd00103[c0]	(1) PPi_c0[c0] + (1) L-Glutamate_c0[c0] + (1) H+_c0[c0] + (1) 5-Phosphoribosylamine_c0[c0] <= (1) H2O_c0[c0] + (1) L-Glutamine_c0[c0] + (1) PRPP_c0[c0]	(fig|6666666.1394842.peg.2720 or fig|6666666.1394842.peg.3264)
rxn02936_c0	3-Phospho-D-erythronate hydro-lyase_c0	(1) cpd02132[c0] <=> (1) cpd00001[c0] + (1) cpd02645[c0]	(1) 3-Phospho-D-erythronate_c0[c0] <=> (1) H2O_c0[c0] + (1) Phosphoenol-4-deoxy-3-tetrulosonate_c0[c0]	fig|6666666.1394842.peg.542
rxn03910_c0	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)_c0	(1) cpd08288[c0] <=> (1) cpd00046[c0] + (1) cpd08301[c0]	(1) 2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0[c0] <=> (1) CMP_c0[c0] + (1) 2-C-methyl-D-erythritol2-4-cyclodiphosphate_c0[c0]	fig|6666666.1394842.peg.2799
rxn00237_c0	ATP:GDP phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00031[c0] <=> (1) cpd00008[c0] + (1) cpd00038[c0]	(1) ATP_c0[c0] + (1) GDP_c0[c0] <=> (1) ADP_c0[c0] + (1) GTP_c0[c0]	fig|6666666.1394842.peg.2398
rxn01489_c0	Geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase_c0	(2) cpd00289[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02168[c0]	(2) Geranylgeranyl diphosphate_c0[c0] => (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) Prephytoene diphosphate_c0[c0]	fig|6666666.1394842.peg.701
rxn07100_c0	CDPethanolamine:1-alkyl-2-acylglycerol ethanolaminephosphotransferase_c0	(1) cpd00444[c0] + (1) cpd12273[c0] <=> (1) cpd00046[c0] + (2) cpd00067[c0] + (1) cpd12554[c0]	(1) CDPethanolamine_c0[c0] + (1) 1-Alkyl-2-acylglycerol_c0[c0] <=> (1) CMP_c0[c0] + (2) H+_c0[c0] + (1) 1-Alkyl-2-acylglycerophosphoethanolamine_c0[c0]	fig|6666666.1394842.peg.2190
rxn08311_c0	CDP-diacylglycerol synthetase (n-C18:0)_c0	(1) cpd00052[c0] + (1) cpd15526[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15421[c0]	(1) CTP_c0[c0] + (1) 1,2-dioctadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) CDP-1,2-dioctadecanoylglycerol_c0[c0]	fig|6666666.1394842.peg.1966
rxn03175_c0	N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase_c0	(1) cpd00067[c0] + (1) cpd02979[c0] <=> (1) cpd02991[c0]	(1) H+_c0[c0] + (1) phosphoribosylformiminoaicar-phosphate_c0[c0] <=> (1) phosphoribulosylformimino-AICAR-phosphate_c0[c0]	fig|6666666.1394842.peg.2122
rxn01365_c0	D-cysteine sulfide-lyase (deaminating; pyruvate-forming)_c0	(1) cpd00001[c0] + (1) cpd00587[c0] <=> (1) cpd00013[c0] + (1) cpd00020[c0] + (1) cpd00067[c0] + (1) cpd00239[c0]	(1) H2O_c0[c0] + (1) D-Cysteine_c0[c0] <=> (1) NH3_c0[c0] + (1) Pyruvate_c0[c0] + (1) H+_c0[c0] + (1) H2S_c0[c0]	fig|6666666.1394842.peg.2669
rxn10264_c0	isohexadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	(1) cpd00080[c0] + (1) cpd15688[c0] <=> (1) cpd00046[c0] + (1) cpd15721[c0]	(1) Glycerol-3-phosphate_c0[c0] + (1) CDP-1,2-diisohexadecanoylglycerol_c0[c0] <=> (1) CMP_c0[c0] + (1) Diisohexadecanoylphosphatidylglycerophosphate_c0[c0]	fig|6666666.1394842.peg.1906
rxn03421_c0	2,5-Diaminopyrimidine nucleoside triphosphate mutase_c0	(1) cpd03519[c0] <=> (1) cpd03666[c0]	(1) 2,5-Diaminopyrimidine nucleoside triphosphate_c0[c0] <=> (1) 2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine_c0[c0]	fig|6666666.1394842.peg.2840
rxn01484_c0	N-Acetyl-D-glucosamine-6-phosphate amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00293[c0] <=> (1) cpd00029[c0] + (1) cpd00288[c0]	(1) H2O_c0[c0] + (1) N-Acetyl-D-glucosamine 6-phosphate_c0[c0] <=> (1) Acetate_c0[c0] + (1) D-Glucosamine phosphate_c0[c0]	fig|6666666.1394842.peg.2785
rxn00162_c0	oxaloacetate carboxy-lyase (pyruvate-forming)_c0	(1) cpd00032[c0] + (1) cpd00067[c0] => (1) cpd00011[c0] + (1) cpd00020[c0]	(1) Oxaloacetate_c0[c0] + (1) H+_c0[c0] => (1) CO2_c0[c0] + (1) Pyruvate_c0[c0]	fig|6666666.1394842.peg.1422
rxn00285_c0	Succinate:CoA ligase (ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd00036[c0] <=> (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00078[c0]	(1) ATP_c0[c0] + (1) CoA_c0[c0] + (1) Succinate_c0[c0] <=> (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) Succinyl-CoA_c0[c0]	(fig|6666666.1394842.peg.2700 and fig|6666666.1394842.peg.2701)
rxn07584_c0	ATP:lipoate adenylyltransferase_c0	(1) cpd00002[c0] + (1) cpd00541[c0] <=> (1) cpd00012[c0] + (1) cpd14955[c0]	(1) ATP_c0[c0] + (1) Lipoate_c0[c0] <=> (1) PPi_c0[c0] + (1) Lipoyl-AMP_c0[c0]	fig|6666666.1394842.peg.1200
rxn05567_c0	Galactitol transport via PEP:Pyr PTS_c0	(1) cpd00061[c0] + (1) cpd01171[e0] <=> (1) cpd00020[c0] + (1) cpd03752[c0]	(1) Phosphoenolpyruvate_c0[c0] + (1) Dulcose_e0[e0] <=> (1) Pyruvate_c0[c0] + (1) Galactitol 1-phosphate_c0[c0]	(Unknown and Unknown and Unknown and Unknown and fig|6666666.1394842.peg.1872)
rxn02181_c0	3-Hydroxypropionyl-CoA hydro-lyase_c0	(1) cpd03375[c0] <=> (1) cpd00001[c0] + (1) cpd00663[c0]	(1) 3-Hydroxypropanoyl-CoA_c0[c0] <=> (1) H2O_c0[c0] + (1) Acrylyl-CoA_c0[c0]	fig|6666666.1394842.peg.67
rxn01119_c0	UDP-galactose:undecaprenyl-phosphate galactose phosphotransferase_c0	(1) cpd00043[c0] + (1) cpd00286[c0] <=> (1) cpd00091[c0] + (1) cpd02745[c0]	(1) UDP-galactose_c0[c0] + (1) Undecaprenylphosphate_c0[c0] <=> (1) UMP_c0[c0] + (1) alpha-D-Galactosyl-diphosphoundecaprenol_c0[c0]	fig|6666666.1394842.peg.38
rxn00532_c0	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)_c0	(1) cpd00006[c0] + (1) cpd00010[c0] + (1) cpd00191[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00070[c0]	(1) NADP_c0[c0] + (1) CoA_c0[c0] + (1) 3-Oxopropanoate_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) Malonyl-CoA_c0[c0]	fig|6666666.1394842.peg.305
rxn00132_c0	Adenosine 5'-monophosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00018[c0] => (1) cpd00009[c0] + (1) cpd00182[c0]	(1) H2O_c0[c0] + (1) AMP_c0[c0] => (1) Phosphate_c0[c0] + (1) Adenosine_c0[c0]	fig|6666666.1394842.peg.384
rxn01204_c0	4-aminobutanoate:2-oxoglutarate aminotransferase_c0	(1) cpd00024[c0] + (1) cpd00281[c0] <=> (1) cpd00023[c0] + (1) cpd00199[c0]	(1) 2-Oxoglutarate_c0[c0] + (1) GABA_c0[c0] <=> (1) L-Glutamate_c0[c0] + (1) 4-Oxobutanoate_c0[c0]	fig|6666666.1394842.peg.556
rxn04052_c0	R05814_c0	(2) cpd00067[c0] + (1) cpd08375[c0] <=> (1) cpd03421[c0]	(2) H+_c0[c0] + (1) Cobalt-precorrin 8_c0[c0] <=> (1) Cobyrinate_c0[c0]	fig|6666666.1394842.peg.2674
rxn02819_c0	S-Adenosyl-L-methionine:16-methoxy-2,3-dihydro-3-hydroxytabersonine N-methyltransferase_c0	(1) cpd00017[c0] + (1) cpd02787[c0] <=> (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd01736[c0]	(1) S-Adenosyl-L-methionine_c0[c0] + (1) 16-Methoxy-2,3-dihydro-3-hydroxytabersonine_c0[c0] <=> (1) S-Adenosyl-homocysteine_c0[c0] + (1) H+_c0[c0] + (1) Deacetoxyvindoline_c0[c0]	fig|6666666.1394842.peg.147
rxn01479_c0	CTP:ethanolamine-phosphate cytidylyltransferase_c0	(1) cpd00052[c0] + (1) cpd00285[c0] <=> (1) cpd00012[c0] + (1) cpd00444[c0]	(1) CTP_c0[c0] + (1) Phosphoethanolamine_c0[c0] <=> (1) PPi_c0[c0] + (1) CDPethanolamine_c0[c0]	fig|6666666.1394842.peg.2382
rxn08815_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15323[c0] <=> (1) cpd00067[c0] + (1) cpd01080[c0] + (1) cpd02090[c0]	(1) H2O_c0[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol octadecanoyl_c0[c0] <=> (1) H+_c0[c0] + (1) ocdca_c0[c0] + (1) Glycerophosphoglycerol_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn00126_c0	ATP:L-methionine S-adenosyltransferase_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00060[c0] => (1) cpd00009[c0] + (1) cpd00012[c0] + (1) cpd00017[c0] + (1) cpd00067[c0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) L-Methionine_c0[c0] => (1) Phosphate_c0[c0] + (1) PPi_c0[c0] + (1) S-Adenosyl-L-methionine_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.1755
rxn05649_c0	D-serine transport via proton symport_c0	(1) cpd00067[e0] + (1) cpd00550[e0] <=> (1) cpd00067[c0] + (1) cpd00550[c0]	(1) H+_e0[e0] + (1) D-Serine_e0[e0] <=> (1) H+_c0[c0] + (1) D-Serine_c0[c0]	fig|6666666.1394842.peg.546
rxn01015_c0	hydroxypyruvate aldose-ketose-isomerase_c0	(1) cpd00145[c0] <=> (1) cpd00843[c0]	(1) Hydroxypyruvate_c0[c0] <=> (1) Tartronate semialdehyde_c0[c0]	(fig|6666666.1394842.peg.2589 or fig|6666666.1394842.peg.2139)
rxn12844_c0	Gly-Cys aminopeptidase_c0	(1) cpd00001[c0] + (1) cpd15603[c0] <=> (1) cpd00033[c0] + (1) cpd00084[c0]	(1) H2O_c0[c0] + (1) Gly-Cys_c0[c0] <=> (1) Glycine_c0[c0] + (1) L-Cysteine_c0[c0]	((fig|6666666.1394842.peg.630 or fig|6666666.1394842.peg.1951) or fig|6666666.1394842.peg.2236 or fig|6666666.1394842.peg.1772 or (fig|6666666.1394842.peg.400 or fig|6666666.1394842.peg.2534))
rxn08798_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15330[c0] => (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd15298[c0]	(1) H2O_c0[c0] + (1) 1-tetradec-7-enoyl-sn-glycerol 3-phosphate_c0[c0] => (2) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) tetradecenoate_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn04987_c0	24-Hydroxycholesterol,NADPH:oxygen oxidoreductase(7alpha-hydroxylating)_c0	(1) cpd00005[c0] + (1) cpd00007[c0] + (1) cpd00067[c0] + (1) cpd09461[c0] <=> (1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd11198[c0]	(1) NADPH_c0[c0] + (1) O2_c0[c0] + (1) H+_c0[c0] + (1) Cerebrosterol_c0[c0] <=> (1) H2O_c0[c0] + (1) NADP_c0[c0] + (1) (24S)-Cholest-5-ene-3beta,7alpha,24-triol_c0[c0]	fig|6666666.1394842.peg.798
rxn00058_c0	Ferrocytochrome-c:oxygen oxidoreductase_c0	(1) cpd00007[c0] + (4) cpd00067[c0] + (4) cpd00110[c0] <=> (2) cpd00001[c0] + (4) cpd00109[c0]	(1) O2_c0[c0] + (4) H+_c0[c0] + (4) Cytochrome c2+_c0[c0] <=> (2) H2O_c0[c0] + (4) Cytochrome c3+_c0[c0]	(fig|6666666.1394842.peg.2227 or fig|6666666.1394842.peg.2652 or fig|6666666.1394842.peg.2226 or fig|6666666.1394842.peg.2224)
rxn02584_c0	N-Methylhexanamide amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd01765[c0] <=> (1) cpd00187[c0] + (1) cpd01113[c0]	(1) H2O_c0[c0] + (1) N-Methylhexanamide_c0[c0] <=> (1) Methanamine_c0[c0] + (1) Hexanoate_c0[c0]	fig|6666666.1394842.peg.1905
rxn08306_c0	CDP-diacylglycerol synthetase (n-C12:0)_c0	(1) cpd00052[c0] + (1) cpd15521[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15417[c0]	(1) CTP_c0[c0] + (1) 1,2-didodecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) CDP-1,2-didodecanoylglycerol_c0[c0]	fig|6666666.1394842.peg.1966
rxn08821_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)_c0	(1) cpd00001[c0] + (1) cpd15354[c0] <=> (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd15237[c0]	(1) H2O_c0[c0] + (1) 2-hexadec-9-enoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) hexadecenoate_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn01871_c0	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase_c0	(1) cpd00022[c0] + (1) cpd00449[c0] <=> (1) cpd00010[c0] + (1) cpd00836[c0]	(1) Acetyl-CoA_c0[c0] + (1) Dihydrolipoamide_c0[c0] <=> (1) CoA_c0[c0] + (1) S-Acetyldihydrolipoamide_c0[c0]	fig|6666666.1394842.peg.2238
rxn13952_c0	tetrahydropalmatine:oxygen oxidoreductase_c0	(2) cpd00007[c0] + (1) cpd00067[c0] + (1) cpd01851[c0] <=> (2) cpd00025[c0] + (1) cpd03153[c0]	(2) O2_c0[c0] + (1) H+_c0[c0] + (1) Tetrahydropalmatine_c0[c0] <=> (2) H2O2_c0[c0] + (1) Palmatine_c0[c0]	fig|6666666.1394842.peg.1668
rxn00484_c0	L-Tryptophan decarboxy-lyase_c0	(1) cpd00065[c0] + (1) cpd00067[c0] => (1) cpd00011[c0] + (1) cpd00318[c0]	(1) L-Tryptophan_c0[c0] + (1) H+_c0[c0] => (1) CO2_c0[c0] + (1) Tryptamine_c0[c0]	fig|6666666.1394842.peg.1736
rxn05307_c0	TRANS-RXNBWI-115637.ce.maizeexp.SER_c0	(1) cpd00054[e0] + (1) cpd00067[e0] <=> (1) cpd00054[c0] + (1) cpd00067[c0]	(1) L-Serine_e0[e0] + (1) H+_e0[e0] <=> (1) L-Serine_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.546
rxn01169_c0	ATP:beta-D-glucose 6-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00190[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00863[c0]	(1) ATP_c0[c0] + (1) beta-D-Glucose_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) beta-D-Glucose 6-phosphate_c0[c0]	fig|6666666.1394842.peg.2217
rxn14301_c0	L-arginine:taurine amidinotransferase_c0	(1) cpd00051[c0] + (1) cpd00210[c0] <=> (1) cpd00064[c0] + (1) cpd01345[c0]	(1) L-Arginine_c0[c0] + (1) Taurine_c0[c0] <=> (1) Ornithine_c0[c0] + (1) Taurocyamine_c0[c0]	fig|6666666.1394842.peg.1728
rxn00299_c0	GTP 7,8-8,9-dihydrolase_c0	(1) cpd00001[c0] + (1) cpd00038[c0] => (1) cpd00047[c0] + (1) cpd00067[c0] + (1) cpd02978[c0]	(1) H2O_c0[c0] + (1) GTP_c0[c0] => (1) Formate_c0[c0] + (1) H+_c0[c0] + (1) 7,8-Dihydroneopterin 3'-triphosphate_c0[c0]	fig|6666666.1394842.peg.2840
rxn08900_c0	FAD-dependent malate dehydrogenase_c0	(1) cpd00130[c0] + (1) cpd15560[c0] => (1) cpd00032[c0] + (1) cpd15561[c0]	(1) L-Malate_c0[c0] + (1) Ubiquinone-8_c0[c0] => (1) Oxaloacetate_c0[c0] + (1) Ubiquinol-8_c0[c0]	fig|6666666.1394842.peg.1946
rxn07230_c0	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd13383[c0] <=> (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd12572[c0]	(1) H2O_c0[c0] + (1) 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate_c0[c0] <=> (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) 1-Phosphatidyl-1D-myo-inositol 3-phosphate_c0[c0]	fig|6666666.1394842.peg.930
rxn04737_c0	R06928_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd09802[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd09804[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) 2-Naphthaldehyde_c0[c0] <=> (1) NADH_c0[c0] + (2) H+_c0[c0] + (1) 2-Naphthoic acid_c0[c0]	fig|6666666.1394842.peg.305
rxn05735_c0	aldehyde dehydrogenase (aminoacetaldehyde, NAD)_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd04122[c0] => (1) cpd00004[c0] + (1) cpd00033[c0] + (2) cpd00067[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) Aminoacetaldehyde_c0[c0] => (1) NADH_c0[c0] + (1) Glycine_c0[c0] + (2) H+_c0[c0]	fig|6666666.1394842.peg.2938
rxn03921_c0	R05649_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd08279[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd02045[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) 1-Hydroxy-2-naphthaldehyde_c0[c0] <=> (1) NADH_c0[c0] + (2) H+_c0[c0] + (1) 1-Hydroxy-2-naphthoate_c0[c0]	fig|6666666.1394842.peg.305
rxn01008_c0	UDP-glucuronate 4-epimerase_c0	(1) cpd00144[c0] <=> (1) cpd00472[c0]	(1) UDPglucuronate_c0[c0] <=> (1) UDPgalacturonate_c0[c0]	fig|6666666.1394842.peg.1350
rxn00904_c0	L-Valine:pyruvate aminotransferase_c0	(1) cpd00020[c0] + (1) cpd00156[c0] <=> (1) cpd00035[c0] + (1) cpd00123[c0]	(1) Pyruvate_c0[c0] + (1) L-Valine_c0[c0] <=> (1) L-Alanine_c0[c0] + (1) 3-Methyl-2-oxobutanoate_c0[c0]	fig|6666666.1394842.peg.2735
rxn02484_c0	ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00939[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02775[c0]	(1) ATP_c0[c0] + (1) Toxopyrimidine_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) 4-Amino-5-phosphomethyl-2-methylpyrimidine_c0[c0]	fig|6666666.1394842.peg.1600
rxn02916_c0	R04175_c0	(1) cpd02074[c0] => (1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00922[c0]	(1) 2-Oxo-6-aminocaproate_c0[c0] => (1) H2O_c0[c0] + (1) H+_c0[c0] + (1) delta1-Piperideine-2-carboxylate_c0[c0]	Unknown
rxn03618_c0	formaldehyde:NAD+ oxidoreductase (mycothiol-formylating)_c0	(1) cpd00003[c0] + (1) cpd00055[c0] + (1) cpd04105[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd04106[c0]	(1) NAD_c0[c0] + (1) Formaldehyde_c0[c0] + (1) Mycothiol_c0[c0] <=> (1) NADH_c0[c0] + (1) H+_c0[c0] + (1) S-Formylmycothiol_c0[c0]	fig|6666666.1394842.peg.305
rxn12639_c0	RXN0-6976.c_c0	(1) cpd00001[c0] + (1) cpd11587[c0] <=> (1) cpd00035[c0] + (1) cpd00053[c0]	(1) H2O_c0[c0] + (1) Ala-Gln_c0[c0] <=> (1) L-Alanine_c0[c0] + (1) L-Glutamine_c0[c0]	((fig|6666666.1394842.peg.1951 or fig|6666666.1394842.peg.630) or fig|6666666.1394842.peg.2236 or fig|6666666.1394842.peg.1772 or (fig|6666666.1394842.peg.400 or fig|6666666.1394842.peg.2534))
rxn01000_c0	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)_c0	(1) cpd00067[c0] + (1) cpd00219[c0] => (1) cpd00001[c0] + (1) cpd00011[c0] + (1) cpd00143[c0]	(1) H+_c0[c0] + (1) Prephenate_c0[c0] => (1) H2O_c0[c0] + (1) CO2_c0[c0] + (1) Phenylpyruvate_c0[c0]	fig|6666666.1394842.peg.3052
rxn02377_c0	UDP-N-acetyl-D-mannosamine:NAD+ 1-oxidoreductase_c0	(1) cpd00001[c0] + (2) cpd00003[c0] + (1) cpd00861[c0] <=> (2) cpd00004[c0] + (3) cpd00067[c0] + (1) cpd03732[c0]	(1) H2O_c0[c0] + (2) NAD_c0[c0] + (1) UDP-N-acetyl-D-mannosamine_c0[c0] <=> (2) NADH_c0[c0] + (3) H+_c0[c0] + (1) UDP-N-acetyl-D-mannosaminouronate_c0[c0]	fig|6666666.1394842.peg.420
rxn00363_c0	Cytidine-5'-monophosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00046[c0] => (1) cpd00009[c0] + (1) cpd00367[c0]	(1) H2O_c0[c0] + (1) CMP_c0[c0] => (1) Phosphate_c0[c0] + (1) Cytidine_c0[c0]	fig|6666666.1394842.peg.384
rxn01462_c0	4-Guanidinobutanoate amidinohydrolase_c0	(1) cpd00001[c0] + (1) cpd00762[c0] <=> (1) cpd00073[c0] + (1) cpd00281[c0]	(1) H2O_c0[c0] + (1) 4-Guanidinobutanoate_c0[c0] <=> (1) Urea_c0[c0] + (1) GABA_c0[c0]	fig|6666666.1394842.peg.106
